#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
DCC	41	415	2	454	4.5810517675e-11	9.16210353501e-11	22.4265060241	10.339
EVC2	44	412	3	453	4.76241411615e-11	9.52482823229e-11	16.1262135922	10.3222
NEB	102	354	33	423	5.08260911636e-11	1.01652182327e-10	3.69337442219	10.2939
ROBO1	54	402	7	449	6.02528786213e-11	1.20505757243e-10	8.61620469083	10.22
GRM5	33	423	0	456	6.38595779256e-11	1.27719155851e-10	inf	10.1948
CHD4	37	419	1	455	6.89509182302e-11	1.3790183646e-10	40.1789976134	10.1615
BRWD3	37	419	1	455	6.89509182302e-11	1.3790183646e-10	40.1789976134	10.1615
PCDH15	58	398	9	447	8.39203539347e-11	1.67840707869e-10	7.2378559464	10.0761
ERBB4	40	416	2	454	9.14559304998e-11	1.82911861e-10	21.8269230769	10.0388
DCHS2	79	377	20	436	1.06960280188e-10	2.13920560376e-10	4.56816976127	9.97078
PCDH9	48	408	5	451	1.23086235119e-10	2.46172470239e-10	10.6117647059	9.90979
CDH10	32	424	0	456	1.32538746638e-10	2.65077493276e-10	inf	9.87766
NRXN1	55	401	8	448	1.35540597108e-10	2.71081194216e-10	7.68079800499	9.86793
SCN2A	45	411	4	452	1.58427974396e-10	3.16855948792e-10	12.3722627737	9.80017
TENM1	50	406	6	450	1.67615009276e-10	3.35230018553e-10	9.23645320197	9.77569
NBEA	50	406	6	450	1.67615009276e-10	3.35230018553e-10	9.23645320197	9.77569
COL12A1	67	389	14	442	1.77335268306e-10	3.54670536612e-10	5.43775247888	9.7512
PAPPA	39	417	2	454	1.82152537003e-10	3.64305074007e-10	21.2302158273	9.73956
ANK2	76	380	19	437	2.08413400302e-10	4.16826800604e-10	4.6	9.68107
USH2A	103	353	36	420	3.12201724485e-10	6.2440344897e-10	3.40415486308	9.50556
NFASC	41	415	3	453	3.59007734633e-10	7.18015469266e-10	14.9180722892	9.4449
XIRP2	76	380	20	436	5.42965032347e-10	1.08593006469e-09	4.36	9.26523
MYCBP2	61	395	12	444	5.84013903647e-10	1.16802780729e-09	5.71392405063	9.23358
DMD	61	395	12	444	5.84013903647e-10	1.16802780729e-09	5.71392405063	9.23358
DSCAML1	48	408	6	450	5.9346773737e-10	1.18693547474e-09	8.82352941176	9.2266
ZNF423	45	411	5	451	8.47598664174e-10	1.69519732835e-09	9.87591240876	9.07181
DST	99	357	35	421	1.04240864872e-09	2.08481729744e-09	3.3356542617	8.98196
MTOR	47	409	6	450	1.11100239755e-09	2.2220047951e-09	8.61858190709	8.95429
PCDH18	33	423	1	455	1.15710067989e-09	2.31420135977e-09	35.4964539007	8.93663
CTNNB1	33	423	1	455	1.15710067989e-09	2.31420135977e-09	35.4964539007	8.93663
MED12	29	427	0	456	1.17630962958e-09	2.35261925915e-09	inf	8.92948
TRPC4	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
EPHA5	36	420	2	454	1.41821630307e-09	2.83643260615e-09	19.4571428571	8.84826
DNAH8	67	389	16	440	1.46761708489e-09	2.93523416979e-09	4.73650385604	8.83339
ATP10A	51	405	8	448	1.5580831782e-09	3.1161663564e-09	7.05185185185	8.80741
FLG	128	328	56	400	1.61941206032e-09	3.23882412064e-09	2.78745644599	8.79064
DNAH11	101	355	37	419	1.68701699187e-09	3.37403398374e-09	3.22185001903	8.77288
FNDC1	53	403	9	447	1.71109808183e-09	3.42219616367e-09	6.53184449959	8.76673
SHANK1	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
GRIA2	32	424	1	455	2.33027214544e-09	4.66054429087e-09	34.3396226415	8.63259
TECTA	48	408	7	449	2.49660967954e-09	4.99321935908e-09	7.54621848739	8.60265
CTNNA2	38	418	3	453	2.63898908111e-09	5.27797816223e-09	13.7272727273	8.57856
AFF2	35	421	2	454	2.79666319955e-09	5.59332639911e-09	18.8717339667	8.55336
DLG2	43	413	5	451	3.01755068458e-09	6.03510136916e-09	9.39128329298	8.52035
ANK3	58	398	12	444	3.2502827178e-09	6.50056543561e-09	5.39195979899	8.48808
PCDHA2	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
CFAP47	40	416	4	452	4.1105984368e-09	8.2211968736e-09	10.8653846154	8.38609
SRCAP	47	409	7	449	4.58587797302e-09	9.17175594605e-09	7.37093957387	8.33858
HECTD4	47	409	7	449	4.58587797302e-09	9.17175594605e-09	7.37093957387	8.33858
ACAN	47	409	7	449	4.58587797302e-09	9.17175594605e-09	7.37093957387	8.33858
DNAH10	77	379	23	433	4.6210037039e-09	9.2420074078e-09	3.82482505449	8.33526
KCNH1	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
GRIK2	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
ARHGAP36	31	425	1	455	4.68313966651e-09	9.36627933301e-09	33.1882352941	8.32946
KCNB1	27	429	0	456	5.01205844717e-09	1.00241168943e-08	inf	8.29998
MYH7	37	419	3	453	5.10083111326e-09	1.02016622265e-08	13.3341288783	8.29236
ZNF536	49	407	8	448	5.16601414539e-09	1.03320282908e-08	6.74201474201	8.28684
SCN5A	51	405	9	447	5.56595937229e-09	1.11319187446e-08	6.25432098765	8.25446
PLXNA1	42	414	5	451	5.66400307026e-09	1.13280061405e-08	9.15072463768	8.24688
PCDHB8	42	414	5	451	5.66400307026e-09	1.13280061405e-08	9.15072463768	8.24688
FLNC	57	399	12	444	5.71371216949e-09	1.1427424339e-08	5.28571428571	8.24308
TENM3	55	401	11	445	5.82254060921e-09	1.16450812184e-08	5.54862842893	8.23489
NCKAP5	44	412	6	450	7.13432967326e-09	1.42686593465e-08	8.00970873786	8.14665
FLNA	44	412	6	450	7.13432967326e-09	1.42686593465e-08	8.00970873786	8.14665
CACNA1B	44	412	6	450	7.13432967326e-09	1.42686593465e-08	8.00970873786	8.14665
CNTNAP5	39	417	4	452	7.80739154205e-09	1.56147830841e-08	10.5683453237	8.10749
CNOT1	39	417	4	452	7.80739154205e-09	1.56147830841e-08	10.5683453237	8.10749
MACF1	62	394	15	441	8.21013677759e-09	1.64202735552e-08	4.62639593909	8.08565
NRG1	46	410	7	449	8.39129049349e-09	1.6782580987e-08	7.19651567944	8.07617
RIMS2	48	408	8	448	9.35164034785e-09	1.87032806957e-08	6.58823529412	8.02911
FAM47B	30	426	1	455	9.39163629024e-09	1.87832725805e-08	32.0422535211	8.02726
ADCY2	30	426	1	455	9.39163629024e-09	1.87832725805e-08	32.0422535211	8.02726
ATRX	36	420	3	453	9.82874012072e-09	1.96574802415e-08	12.9428571429	8.0075
LRP1	52	404	10	446	1.02737234675e-08	2.05474469351e-08	5.74059405941	7.98827
TRPC3	26	430	0	456	1.03271715912e-08	2.06543431823e-08	inf	7.98602
SF3B1	26	430	0	456	1.03271715912e-08	2.06543431823e-08	inf	7.98602
RIMBP2	41	415	5	451	1.059328352e-08	2.118656704e-08	8.9113253012	7.97497
UBR3	33	423	2	454	1.07883306613e-08	2.15766613226e-08	17.7092198582	7.96705
DLGAP2	33	423	2	454	1.07883306613e-08	2.15766613226e-08	17.7092198582	7.96705
CDH18	33	423	2	454	1.07883306613e-08	2.15766613226e-08	17.7092198582	7.96705
FREM2	70	386	20	436	1.2544862263e-08	2.50897245259e-08	3.95336787565	7.90153
BNC2	38	418	4	452	1.4777905347e-08	2.9555810694e-08	10.2727272727	7.83039
MXRA5	57	399	13	443	1.65149028422e-08	3.30298056845e-08	4.86813186813	7.78212
CACNA1H	55	401	12	444	1.74362857539e-08	3.48725715077e-08	5.07481296758	7.75855
ROBO2	49	407	9	447	1.78159066684e-08	3.56318133368e-08	5.97952497952	7.74919
HCFC1	29	427	1	455	1.87929784195e-08	3.7585956839e-08	30.9016393443	7.726
CHRM2	29	427	1	455	1.87929784195e-08	3.7585956839e-08	30.9016393443	7.726
TMEM132B	35	421	3	453	1.88785436585e-08	3.7757087317e-08	12.5534441805	7.72403
CTTNBP2	35	421	3	453	1.88785436585e-08	3.7757087317e-08	12.5534441805	7.72403
ACACA	35	421	3	453	1.88785436585e-08	3.7757087317e-08	12.5534441805	7.72403
NUP205	40	416	5	451	1.97393449564e-08	3.94786899129e-08	8.67307692308	7.70467
SACS	74	382	23	433	2.07137440904e-08	4.14274881808e-08	3.64693831095	7.68374
ABCA13	97	359	38	418	2.10198610931e-08	4.20397221861e-08	2.9721448468	7.67737
TCF7L2	32	424	2	454	2.11010155942e-08	4.22020311884e-08	17.1320754717	7.6757
FOLH1	32	424	2	454	2.11010155942e-08	4.22020311884e-08	17.1320754717	7.6757
SLC12A5	25	431	0	456	2.12533670565e-08	4.2506734113e-08	inf	7.67257
NLGN4X	25	431	0	456	2.12533670565e-08	4.2506734113e-08	inf	7.67257
ASPM	58	398	14	442	2.63276725212e-08	5.26553450424e-08	4.60086145011	7.57959
ASH1L	44	412	7	449	2.77636425636e-08	5.55272851271e-08	6.85020804438	7.55652
NRXN2	37	419	4	452	2.78728699106e-08	5.57457398213e-08	9.9785202864	7.55482
DCAF4L2	37	419	4	452	2.78728699106e-08	5.57457398213e-08	9.9785202864	7.55482
COL6A3	78	378	26	430	3.09224384983e-08	6.18448769966e-08	3.4126984127	7.50973
DOCK2	48	408	9	447	3.16749800943e-08	6.33499601886e-08	5.8431372549	7.49928
PLXNA4	50	406	10	446	3.20416341323e-08	6.40832682645e-08	5.49261083744	7.49429
HMCN1	90	366	34	422	3.47868911346e-08	6.95737822693e-08	3.05207328833	7.45858
MYH9	34	422	3	453	3.61417944829e-08	7.22835889658e-08	12.1658767773	7.44199
LCT	34	422	3	453	3.61417944829e-08	7.22835889658e-08	12.1658767773	7.44199
IGSF9B	34	422	3	453	3.61417944829e-08	7.22835889658e-08	12.1658767773	7.44199
CNTN5	34	422	3	453	3.61417944829e-08	7.22835889658e-08	12.1658767773	7.44199
CDH9	34	422	3	453	3.61417944829e-08	7.22835889658e-08	12.1658767773	7.44199
USP9X	28	428	1	455	3.75209791191e-08	7.50419582382e-08	29.7663551402	7.42573
PRDM10	28	428	1	455	3.75209791191e-08	7.50419582382e-08	29.7663551402	7.42573
GRIA1	28	428	1	455	3.75209791191e-08	7.50419582382e-08	29.7663551402	7.42573
ADAMTS5	28	428	1	455	3.75209791191e-08	7.50419582382e-08	29.7663551402	7.42573
SFMBT2	31	425	2	454	4.11525862431e-08	8.23051724861e-08	16.5576470588	7.3856
FRG1	199	257	121	335	4.12305994953e-08	8.24611989906e-08	2.14377592694	7.38478
ADGRV1	94	362	37	419	4.18681964702e-08	8.37363929404e-08	2.94057040466	7.37812
IRS4	24	432	0	456	4.36874767273e-08	8.73749534545e-08	inf	7.35964
GRIA4	24	432	0	456	4.36874767273e-08	8.73749534545e-08	inf	7.35964
ATP2B2	24	432	0	456	4.36874767273e-08	8.73749534545e-08	inf	7.35964
SDK2	41	415	6	450	4.42766999264e-08	8.85533998528e-08	7.40963855422	7.35382
FAM135B	41	415	6	450	4.42766999264e-08	8.85533998528e-08	7.40963855422	7.35382
DYNC1H1	41	415	6	450	4.42766999264e-08	8.85533998528e-08	7.40963855422	7.35382
AHNAK	74	382	24	432	4.56789594036e-08	9.13579188071e-08	3.48691099476	7.34028
FMN2	64	392	18	438	4.67918747251e-08	9.35837494501e-08	3.97278911565	7.32983
CSMD2	69	387	21	435	4.81803085028e-08	9.63606170056e-08	3.69324473976	7.31713
UNC13C	55	401	13	443	4.88869630923e-08	9.77739261846e-08	4.6738921926	7.31081
MTUS2	43	413	7	449	5.01911522191e-08	1.00382304438e-07	6.67831200277	7.29937
LRRK2	53	403	12	444	5.22949216093e-08	1.04589843219e-07	4.86600496278	7.28154
VPS13B	80	376	28	428	5.27490176097e-08	1.05498035219e-07	3.25227963526	7.27779
DYNC2H1	72	384	23	433	5.50974255649e-08	1.1019485113e-07	3.52989130435	7.25887
UNC79	47	409	9	447	5.60723709663e-08	1.12144741933e-07	5.70741646292	7.25125
COL5A1	49	407	10	446	5.62188473652e-08	1.1243769473e-07	5.36953316953	7.25012
RELN	60	396	16	440	6.11274509348e-08	1.2225490187e-07	4.16666666667	7.21376
MUC2	103	353	44	412	6.39853835086e-08	1.27970767017e-07	2.73216585115	7.19392
ABCA2	38	418	5	451	6.77538102646e-08	1.35507620529e-07	8.2	7.16907
F8	33	423	3	453	6.89564205148e-08	1.3791284103e-07	11.780141844	7.16143
HERC2	73	383	24	432	7.38381578769e-08	1.47676315754e-07	3.43080939948	7.13172
ZMYND8	27	429	1	455	7.47391359631e-08	1.49478271926e-07	28.6363636364	7.12645
SCN8A	27	429	1	455	7.47391359631e-08	1.49478271926e-07	28.6363636364	7.12645
PTPRC	27	429	1	455	7.47391359631e-08	1.49478271926e-07	28.6363636364	7.12645
ADCY1	27	429	1	455	7.47391359631e-08	1.49478271926e-07	28.6363636364	7.12645
CDH11	30	426	2	454	8.00190856463e-08	1.60038171292e-07	15.985915493	7.09681
SCN1A	40	416	6	450	8.07130878659e-08	1.61426175732e-07	7.21153846154	7.09306
DICER1	23	433	0	456	8.96955353593e-08	1.79391070718e-07	inf	7.04723
NOS1	42	414	7	449	9.0350479412e-08	1.80700958824e-07	6.50724637681	7.04407
GRIN2A	42	414	7	449	9.0350479412e-08	1.80700958824e-07	6.50724637681	7.04407
TNXB	74	382	25	431	9.76164215901e-08	1.9523284318e-07	3.33968586387	7.01048
SLIT1	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
SAMD9	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
KIF1A	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
GNAS	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
CNTNAP4	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
CDC27	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
ADGRB3	35	421	4	452	9.80643246138e-08	1.96128649228e-07	9.39429928741	7.00849
FBN1	48	408	10	446	9.81985325386e-08	1.96397065077e-07	5.24705882353	7.0079
NAV3	46	410	9	447	9.88230604073e-08	1.97646120815e-07	5.57235772358	7.00514
ZFHX3	59	397	16	440	1.0231222059e-07	2.0462444118e-07	4.08690176322	6.99007
DNAH9	64	392	19	437	1.09868304425e-07	2.1973660885e-07	3.75510204082	6.95913
COL11A1	57	399	15	441	1.15613859336e-07	2.31227718672e-07	4.2	6.93699
MAP1B	37	419	5	451	1.24775607682e-07	2.49551215364e-07	7.96515513126	6.90387
ITPR1	37	419	5	451	1.24775607682e-07	2.49551215364e-07	7.96515513126	6.90387
CUX2	37	419	5	451	1.24775607682e-07	2.49551215364e-07	7.96515513126	6.90387
CAMTA1	32	424	3	453	1.31102988212e-07	2.62205976424e-07	11.3962264151	6.88239
PTPRZ1	39	417	6	450	1.46512091006e-07	2.93024182012e-07	7.01438848921	6.83413
CNTN6	39	417	6	450	1.46512091006e-07	2.93024182012e-07	7.01438848921	6.83413
TUBA3C	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
SMARCA4	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
SLC8A1	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
KLHL4	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
CSGALNACT2	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
CNTN1	26	430	1	455	1.48520113335e-07	2.97040226669e-07	27.511627907	6.82821
DNAH6	51	405	12	444	1.54030113057e-07	3.08060226115e-07	4.65925925926	6.81239
CHD7	51	405	12	444	1.54030113057e-07	3.08060226115e-07	4.65925925926	6.81239
ZNF804A	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
PRPF8	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
PPFIA2	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
PLCG2	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
FBXL7	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
ATP2B3	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
ARHGAP35	29	427	2	454	1.55112439294e-07	3.10224878588e-07	15.4168618267	6.80935
FAT2	73	383	25	431	1.56063017419e-07	3.12126034838e-07	3.28595300261	6.8067
DNAH2	73	383	25	431	1.56063017419e-07	3.12126034838e-07	3.28595300261	6.8067
DLC1	41	415	7	449	1.61932233699e-07	3.23864467399e-07	6.33700516351	6.79067
TNR	49	407	11	445	1.63917342675e-07	3.27834685351e-07	4.87044896136	6.78538
GLI3	49	407	11	445	1.63917342675e-07	3.27834685351e-07	4.87044896136	6.78538
DNAH1	76	380	27	429	1.64406295388e-07	3.28812590777e-07	3.17777777778	6.78408
NIPBL	43	413	8	448	1.70739016618e-07	3.41478033235e-07	5.83050847458	6.76767
FRYL	47	409	10	446	1.70740108065e-07	3.4148021613e-07	5.12518337408	6.76766
ADGRL3	47	409	10	446	1.70740108065e-07	3.4148021613e-07	5.12518337408	6.76766
MYH13	45	411	9	447	1.73378144643e-07	3.46756289285e-07	5.43795620438	6.76101
ZNF835	34	422	4	452	1.8287942649e-07	3.6575885298e-07	9.10426540284	6.73784
ZSWIM6	22	434	0	456	1.83937849008e-07	3.67875698017e-07	inf	6.73533
KCNQ2	22	434	0	456	1.83937849008e-07	3.67875698017e-07	inf	6.73533
HCN1	22	434	0	456	1.83937849008e-07	3.67875698017e-07	inf	6.73533
GUCY1A3	22	434	0	456	1.83937849008e-07	3.67875698017e-07	inf	6.73533
LAMA1	71	385	24	432	1.90313026126e-07	3.80626052252e-07	3.31948051948	6.72053
ATM	56	400	15	441	1.93543959265e-07	3.8708791853e-07	4.116	6.71322
PREX2	36	420	5	451	2.28830690384e-07	4.57661380767e-07	7.73142857143	6.64049
CHL1	36	420	5	451	2.28830690384e-07	4.57661380767e-07	7.73142857143	6.64049
KIF26B	52	404	13	443	2.40607318942e-07	4.81214637885e-07	4.38613861386	6.61869
WWC3	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
SLIT2	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
PTPRK	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
PCDHA8	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
PCDHA6	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
CDH8	31	425	3	453	2.48352149614e-07	4.96704299228e-07	11.0141176471	6.60493
APC	50	406	12	444	2.62493806704e-07	5.24987613408e-07	4.55665024631	6.58088
STAB1	38	418	6	450	2.64792882775e-07	5.29585765549e-07	6.81818181818	6.57709
PXDN	38	418	6	450	2.64792882775e-07	5.29585765549e-07	6.81818181818	6.57709
CACNA1A	38	418	6	450	2.64792882775e-07	5.29585765549e-07	6.81818181818	6.57709
NCOR2	48	408	11	445	2.81382613296e-07	5.62765226591e-07	4.75935828877	6.5507
CREBBP	48	408	11	445	2.81382613296e-07	5.62765226591e-07	4.75935828877	6.5507
ADAMTS16	40	416	7	449	2.8892101895e-07	5.77842037899e-07	6.16758241758	6.53922
TCHH	62	394	19	437	2.93524680862e-07	5.87049361723e-07	3.6192893401	6.53236
SAGE1	25	431	1	455	2.9440825369e-07	5.88816507381e-07	26.3921113689	6.53105
GABRA5	25	431	1	455	2.9440825369e-07	5.88816507381e-07	26.3921113689	6.53105
DCAF12L2	25	431	1	455	2.9440825369e-07	5.88816507381e-07	26.3921113689	6.53105
THSD7B	46	410	10	446	2.95476231836e-07	5.90952463671e-07	5.00390243902	6.52948
TRHDE	28	428	2	454	2.99712988913e-07	5.99425977826e-07	14.8504672897	6.52329
PRKD1	28	428	2	454	2.99712988913e-07	5.99425977826e-07	14.8504672897	6.52329
HDAC9	28	428	2	454	2.99712988913e-07	5.99425977826e-07	14.8504672897	6.52329
EPHA3	28	428	2	454	2.99712988913e-07	5.99425977826e-07	14.8504672897	6.52329
SCN7A	42	414	8	448	3.01186947175e-07	6.02373894349e-07	5.68115942029	6.52116
LAMA4	42	414	8	448	3.01186947175e-07	6.02373894349e-07	5.68115942029	6.52116
MAP2	44	412	9	447	3.02763788401e-07	6.05527576801e-07	5.30420711974	6.5189
DNHD1	70	386	24	432	3.0341182352e-07	6.06823647039e-07	3.26424870466	6.51797
FN1	55	401	15	441	3.22453937358e-07	6.44907874716e-07	4.03241895262	6.49153
KMT2D	65	391	21	435	3.3545877817e-07	6.70917556339e-07	3.44355133358	6.47436
MYO16	33	423	4	452	3.39677085278e-07	6.79354170557e-07	8.81560283688	6.46893
GRIK3	33	423	4	452	3.39677085278e-07	6.79354170557e-07	8.81560283688	6.46893
FAM179A	33	423	4	452	3.39677085278e-07	6.79354170557e-07	8.81560283688	6.46893
SCN9A	60	396	18	438	3.45206997744e-07	6.90413995489e-07	3.68686868687	6.46192
TCERG1	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
SULF1	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
KDM3B	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
KCNA1	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
EBPL	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
DROSHA	21	435	0	456	3.76755456245e-07	7.5351091249e-07	inf	6.42394
WBSCR17	35	421	5	451	4.17855148596e-07	8.35710297191e-07	7.49881235154	6.37897
PCDHB7	35	421	5	451	4.17855148596e-07	8.35710297191e-07	7.49881235154	6.37897
NLRP7	35	421	5	451	4.17855148596e-07	8.35710297191e-07	7.49881235154	6.37897
DOPEY1	35	421	5	451	4.17855148596e-07	8.35710297191e-07	7.49881235154	6.37897
WDFY4	49	407	12	444	4.45172215991e-07	8.90344431982e-07	4.45454545455	6.35147
DIDO1	49	407	12	444	4.45172215991e-07	8.90344431982e-07	4.45454545455	6.35147
UBR4	56	400	16	440	4.66299309018e-07	9.32598618035e-07	3.85	6.33134
DCHS1	56	400	16	440	4.66299309018e-07	9.32598618035e-07	3.85	6.33134
PCDHA13	30	426	3	453	4.68684079678e-07	9.37368159356e-07	10.6338028169	6.32912
GRM1	30	426	3	453	4.68684079678e-07	9.37368159356e-07	10.6338028169	6.32912
ABI3BP	30	426	3	453	4.68684079678e-07	9.37368159356e-07	10.6338028169	6.32912
MAGEC1	61	395	19	437	4.76324245084e-07	9.52648490167e-07	3.55189873418	6.3221
NCAM1	37	419	6	450	4.76410025088e-07	9.52820050176e-07	6.62291169451	6.32202
AKAP12	37	419	6	450	4.76410025088e-07	9.52820050176e-07	6.62291169451	6.32202
TPTE2	47	409	11	445	4.80690476222e-07	9.61380952443e-07	4.64881084685	6.31813
SYNE2	81	375	32	424	5.05164623481e-07	1.01032924696e-06	2.862	6.29657
TAF1L	43	413	9	447	5.26175538205e-07	1.05235107641e-06	5.17110573043	6.27887
TIAM1	41	415	8	448	5.28788724422e-07	1.05757744884e-06	5.53253012048	6.27672
BSN	64	392	21	435	5.38498471671e-07	1.07699694334e-06	3.38192419825	6.26882
VWF	59	397	18	438	5.62159872982e-07	1.12431974596e-06	3.61628883291	6.25014
