#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
PCDH11X 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
NYAP2 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
NRXN2 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
NRG1 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
F8 15 205 2 218 0.00097396043672 0.00194792087344 7.9756097561 3.01146
SPTA1 45 175 21 199 0.000982158445341 0.00196431689068 2.43673469388 3.00782
ZNF831 26 194 8 212 0.000992811743019 0.00198562348604 3.55154639175 3.00313
SCN3A 19 201 4 216 0.00100368734631 0.00200737469261 5.10447761194 2.9984
SCN2A 19 201 4 216 0.00100368734631 0.00200737469261 5.10447761194 2.9984
PCDHA6 19 201 4 216 0.00100368734631 0.00200737469261 5.10447761194 2.9984
FRY 29 191 10 210 0.00108331915823 0.00216663831647 3.18848167539 2.96524
PCDHA7 50 170 25 195 0.0010963489831 0.00219269796621 2.29411764706 2.96005
RYR3 60 160 33 187 0.00114229860504 0.00228459721008 2.125 2.94222
ITPR1 24 196 7 213 0.00117860101141 0.00235720202282 3.72594752187 2.92863
UNC79 22 198 6 214 0.0013756254215 0.002751250843 3.96296296296 2.8615
PTPRS 22 198 6 214 0.0013756254215 0.002751250843 3.96296296296 2.8615
FREM2 40 180 18 202 0.0014154091302 0.0028308182604 2.49382716049 2.84912
RAF1 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
IRX1 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
GRM2 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
GABBR2 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
ERC2 12 208 1 219 0.00150020708883 0.00300041417765 12.6346153846 2.82385
PTCHD2 20 200 5 215 0.00156975909581 0.00313951819162 4.3 2.80417
MYH6 20 200 5 215 0.00156975909581 0.00313951819162 4.3 2.80417
DSCAML1 20 200 5 215 0.00156975909581 0.00313951819162 4.3 2.80417
RIMS2 34 186 14 206 0.00165662320026 0.00331324640051 2.68970814132 2.78078
FBN1 34 186 14 206 0.00165662320026 0.00331324640051 2.68970814132 2.78078
PREX2 28 192 10 210 0.00171198860974 0.00342397721948 3.0625 2.7665
SETBP1 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
RPS6KA2 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
PPFIA2 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
GRIK3 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
FAM47B 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
DENND5B 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
CHL1 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
CDH18 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
ATP2B2 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
APBA2 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
ADGRB3 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
SLC8A2 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
SLC4A10 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
PTEN 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
PRSS35 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
NR2E1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
NCAM2 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
MED12 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
MARCH4 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
MAP2K7 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
MAP2K4 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
GABRA1 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
FAM214B 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
DNM3 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
CHD4 9 211 0 220 0.00179677877533 0.00359355755067 inf 2.74551
SMARCA4 16 204 3 217 0.00182947072776 0.00365894145551 5.67320261438 2.73767
SEZ6L 16 204 3 217 0.00182947072776 0.00365894145551 5.67320261438 2.73767
SCN1A 16 204 3 217 0.00182947072776 0.00365894145551 5.67320261438 2.73767
PCDH10 23 197 7 213 0.00192583857474 0.00385167714948 3.55257432922 2.71538
CFAP47 23 197 7 213 0.00192583857474 0.00385167714948 3.55257432922 2.71538
ROBO2 26 194 9 211 0.00210728161827 0.00421456323653 3.14203894616 2.67628
LCT 21 199 6 214 0.00227440871871 0.00454881743742 3.76381909548 2.64313
PTPRT 33 187 14 206 0.00250796194668 0.00501592389335 2.59663865546 2.60068
ZNF804A 24 196 8 212 0.00257327698918 0.00514655397836 3.24489795918 2.58951
NRXN1 24 196 8 212 0.00257327698918 0.00514655397836 3.24489795918 2.58951
TMEM132D 19 201 5 215 0.00263423804168 0.00526847608335 4.06467661692 2.57934
KCNA5 19 201 5 215 0.00263423804168 0.00526847608335 4.06467661692 2.57934
DPYD 19 201 5 215 0.00263423804168 0.00526847608335 4.06467661692 2.57934
CNTNAP2 19 201 5 215 0.00263423804168 0.00526847608335 4.06467661692 2.57934
NFASC 27 193 10 210 0.00267685135124 0.00535370270248 2.9378238342 2.57238
KIAA1109 37 183 17 203 0.00269088007822 0.00538176015644 2.41433622629 2.57011
COL6A6 41 179 20 200 0.00273129193571 0.00546258387142 2.2905027933 2.56363
XKR6 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
UGT3A2 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
UBR3 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
SMAD3 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
PFKP 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
PDE2A 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
PCDH18 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
OXR1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
NMUR2 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
GRIA1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
ADCY1 11 209 1 219 0.00285289501493 0.00570579002986 11.5263157895 2.54471
KMT2D 46 174 24 196 0.00295562795266 0.00591125590532 2.15900383142 2.52935
MTUS2 34 186 15 205 0.00295621785806 0.00591243571612 2.4982078853 2.52926
TRRAP 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
EPHA5 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
BTBD11 17 203 4 216 0.00296823073117 0.00593646146235 4.52216748768 2.5275
CSMD1 51 169 28 192 0.00301952793396 0.00603905586791 2.06931530008 2.52006
COL27A1 38 182 18 202 0.00308730684667 0.00617461369334 2.3431013431 2.51042
KIF1B 22 198 7 213 0.00311210965592 0.00622421931185 3.38095238095 2.50695
SCN5A 31 189 13 207 0.0031759607375 0.00635192147501 2.61172161172 2.49812
WBSCR17 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
RNF145 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
PTPRK 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
PCDHA3 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
KRT1 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
CNTN1 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
CNOT1 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
ABCC9 15 205 3 217 0.00320802815217 0.00641605630435 5.29268292683 2.49376
TRHDE 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
PYGB 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
PRKD1 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
PCDHGB4 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
IRS4 13 207 2 218 0.00323443334256 0.00646886668513 6.84541062802 2.4902
KMT2B 28 192 11 209 0.00331223812267 0.00662447624534 2.77083333333 2.47988
DIDO1 28 192 11 209 0.00331223812267 0.00662447624534 2.77083333333 2.47988
UNC80 25 195 9 211 0.00331319517558 0.00662639035117 3.0056980057 2.47975
PCDH15 25 195 9 211 0.00331319517558 0.00662639035117 3.0056980057 2.47975
CEP192 25 195 9 211 0.00331319517558 0.00662639035117 3.0056980057 2.47975
MACF1 48 172 26 194 0.00357309213778 0.00714618427557 2.08228980322 2.44696
ZNF735 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ZNF583 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
XKR4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
VSTM2A 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
UPF1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
THOC2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
TGFBR1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ST8SIA4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
SOX9 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
SLITRK4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
RXRG 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
PLCL2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
OTC 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
OLFM1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
NR0B1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
NLGN4Y 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KLHL4 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
KCNG2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
HHIP 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
HCN1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
HCFC1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
GRIN2B 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
GDF2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
DPY19L2 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ATL1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ARHGEF3 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
ACTA1 8 212 0 220 0.00366136052332 0.00732272104664 inf 2.43636
TENM3 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
SPTBN1 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
PLXNA1 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
NCOR1 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
MYO16 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
AK9 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
ADGRL3 20 200 6 214 0.00371795455885 0.0074359091177 3.56666666667 2.4297
XIRP2 44 176 23 197 0.00380800433635 0.00761600867269 2.14130434783 2.4193
DST 60 160 36 184 0.00386418379757 0.00772836759514 1.91666666667 2.41294
LAMA1 40 180 20 200 0.00394906679762 0.00789813359525 2.22222222222 2.40351
DNAH8 40 180 20 200 0.00394906679762 0.00789813359525 2.22222222222 2.40351
MXRA5 36 184 17 203 0.00395049010076 0.00790098020151 2.33631713555 2.40335
COL11A1 23 197 8 212 0.00407414656932 0.00814829313864 3.09390862944 2.38996
CNTNAP4 23 197 8 212 0.00407414656932 0.00814829313864 3.09390862944 2.38996
ASH1L 23 197 8 212 0.00407414656932 0.00814829313864 3.09390862944 2.38996
DNAH5 61 159 37 183 0.0041006245699 0.00820124913981 1.89750127486 2.38715
TNXB 55 165 32 188 0.00410518904886 0.00821037809772 1.95833333333 2.38667
TECTA 26 194 10 210 0.00413946927967 0.00827893855934 2.81443298969 2.38306
MYH8 26 194 10 210 0.00413946927967 0.00827893855934 2.81443298969 2.38306
DENND4B 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
CDHR3 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
CCDC88A 18 202 5 215 0.00436972516793 0.00873945033587 3.83168316832 2.35955
VPS13B 46 174 25 195 0.00460010926054 0.00920021852107 2.06206896552 2.33723
ACAN 30 190 13 207 0.00476332188569 0.00952664377138 2.51417004049 2.32209
ABCB1 21 199 7 213 0.00497075861036 0.00994151722072 3.21105527638 2.30358
COL6A3 47 173 26 194 0.005015071184 0.010030142368 2.02712316585 2.29972
TRPC3 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
NRXN3 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
HTR5A 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
BICC1 16 204 4 216 0.00501799873732 0.0100359974746 4.23529411765 2.29947
MYH2 34 186 16 204 0.00504292315499 0.01008584631 2.33064516129 2.29732
LAMA4 27 193 11 209 0.00504515080765 0.0100903016153 2.65803108808 2.29713
THSD7B 24 196 9 211 0.00514993326184 0.0102998665237 2.87074829932 2.2882
DENND2C 24 196 9 211 0.00514993326184 0.0102998665237 2.87074829932 2.2882
TSSK1B 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
ST6GAL2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SSTR4 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SOGA3 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SLC32A1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SEMA3C 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
SCN8A 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
RTN1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
RASA1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
PTGER3 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
NLRP3 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
NLGN4X 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
MAGEC3 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
KCTD1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
HTR1B 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
GPR149 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
FGFR2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
DHX30 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
DCAF12L2 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CRMP1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CHN1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
CDH6 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
ARHGAP42 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
LRP1B 48 172 27 193 0.00544115687666 0.0108823137533 1.99483204134 2.26431
HMCN1 48 172 27 193 0.00544115687666 0.0108823137533 1.99483204134 2.26431
MAGI2 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
CDH9 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
CACNA2D1 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
ADGRV1 67 153 43 177 0.00556880848297 0.0111376169659 1.80255357957 2.25424
HYDIN 31 189 14 206 0.00556960056413 0.0111392011283 2.4134542706 2.25418
USP48 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
SLCO3A1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
SIN3A 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
RPTOR 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
OR5H6 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
LRRTM1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
LRRC7 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
KCNV2 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
KCNH1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
EPHB1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
CACNA1F 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
BRD4 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
BRD1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
ADCY5 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
TLN1 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
CACNA1D 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
ADAMTS13 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
ADGRL1 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
ADAMTS16 32 188 15 205 0.0064232145007 0.0128464290014 2.32624113475 2.19225
PARP14 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
NOTCH3 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
CUX2 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
HERC2 37 183 19 201 0.00722800823606 0.0144560164721 2.13891285591 2.14098
APC 37 183 19 201 0.00722800823606 0.0144560164721 2.13891285591 2.14098
UNC13C 33 187 16 204 0.00731932893347 0.0146386578669 2.25 2.13553
IRF5 33 187 16 204 0.00731932893347 0.0146386578669 2.25 2.13553
ZNF326 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
ZIC3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
XPR1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
XK 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
XIAP 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
SUN5 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
SF3B1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
RNF8 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
PHEX 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
PDYN 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NT5C2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NRBP1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NRAS 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
NPTX2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
LAMP2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
KCNA6 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
IL1RAPL1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
HRH2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
GPSM2 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
GIPC3 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
FOXK1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
FGD1 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
