#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
DNAH8 73 383 14 442 5.31509029062e-12 1.06301805812e-11 6.0175307721 11.2745
SYCP2 44 412 2 454 5.67905523877e-12 1.13581104775e-11 24.2427184466 11.2457
SRCAP 44 412 2 454 5.67905523877e-12 1.13581104775e-11 24.2427184466 11.2457
PTPRS 44 412 2 454 5.67905523877e-12 1.13581104775e-11 24.2427184466 11.2457
ADGRV1 84 372 20 436 6.61048627081e-12 1.32209725416e-11 4.92258064516 11.1798
LARP4B 36 420 0 456 7.09051815913e-12 1.41810363183e-11 inf 11.1493
VPS13B 82 374 19 437 7.31070937901e-12 1.4621418758e-11 5.04278074866 11.136
SCN1A 49 407 4 452 1.10968475271e-11 2.21936950542e-11 13.6044226044 10.9548
MTOR 49 407 4 452 1.10968475271e-11 2.21936950542e-11 13.6044226044 10.9548
FLNC 49 407 4 452 1.10968475271e-11 2.21936950542e-11 13.6044226044 10.9548
GRM5 35 421 0 456 1.47705093243e-11 2.95410186487e-11 inf 10.8306
ASCC3 35 421 0 456 1.47705093243e-11 2.95410186487e-11 inf 10.8306
PCDH15 56 400 7 449 1.69457865901e-11 3.38915731802e-11 8.98 10.7709
CACNA1A 51 405 5 451 1.73790646875e-11 3.4758129375e-11 11.3585185185 10.76
DCC 42 414 2 454 2.28936481416e-11 4.57872962831e-11 23.0289855072 10.6403
DMXL2 53 403 6 450 2.45483864295e-11 4.90967728591e-11 9.8635235732 10.61
TMEM132D 34 422 0 456 3.07310596843e-11 6.14621193687e-11 inf 10.5124
KCNH1 34 422 0 456 3.07310596843e-11 6.14621193687e-11 inf 10.5124
CDH2 34 422 0 456 3.07310596843e-11 6.14621193687e-11 inf 10.5124
ACVR2A 34 422 0 456 3.07310596843e-11 6.14621193687e-11 inf 10.5124
KMT2D 68 388 13 443 3.14599446831e-11 6.29198893663e-11 5.97224425059 10.5022
PAPPA 38 418 1 455 3.39028966065e-11 6.78057932129e-11 41.3636363636 10.4698
BNC2 47 409 4 452 4.21680299179e-11 8.43360598358e-11 12.9853300733 10.375
NAV3 52 404 6 450 4.67200868509e-11 9.34401737018e-11 9.65346534653 10.3305
DSCAML1 52 404 6 450 4.67200868509e-11 9.34401737018e-11 9.65346534653 10.3305
CHD8 52 404 6 450 4.67200868509e-11 9.34401737018e-11 9.65346534653 10.3305
LRP2 63 393 11 445 5.40631252744e-11 1.08126250549e-10 6.48507980569 10.2671
ANK2 65 391 12 444 5.61112516418e-11 1.12222503283e-10 6.15089514066 10.251
KCNB1 33 423 0 456 6.38595779256e-11 1.27719155851e-10 inf 10.1948
GRIK2 37 419 1 455 6.89509182302e-11 1.3790183646e-10 40.1789976134 10.1615
PLXNA4 46 410 4 452 8.18534533095e-11 1.63706906619e-10 12.6780487805 10.087
UNC79 58 398 9 447 8.39203539347e-11 1.67840707869e-10 7.2378559464 10.0761
TRIP12 43 413 3 453 9.36317051395e-11 1.87263410279e-10 15.7215496368 10.0286
ITPR2 43 413 3 453 9.36317051395e-11 1.87263410279e-10 15.7215496368 10.0286
HMCN1 79 377 20 436 1.06960280188e-10 2.13920560376e-10 4.56816976127 9.97078
GCN1 53 403 7 449 1.13056953042e-10 2.26113906084e-10 8.43566111308 9.9467
DNAH11 89 367 26 430 1.23808773161e-10 2.47617546321e-10 4.0106895829 9.90725
GRIA2 32 424 0 456 1.32538746638e-10 2.65077493276e-10 inf 9.87766
SHANK1 36 420 1 455 1.39964885853e-10 2.79929771707e-10 39.0 9.85398
MYO16 36 420 1 455 1.39964885853e-10 2.79929771707e-10 39.0 9.85398
ARFGEF1 36 420 1 455 1.39964885853e-10 2.79929771707e-10 39.0 9.85398
ROBO2 57 399 9 447 1.54491983336e-10 3.08983966672e-10 7.09523809524 9.81109
MACF1 57 399 9 447 1.54491983336e-10 3.08983966672e-10 7.09523809524 9.81109
DOCK2 50 406 6 450 1.67615009276e-10 3.35230018553e-10 9.23645320197 9.77569
UNC13C 61 395 11 445 1.78160608945e-10 3.56321217889e-10 6.24741081703 9.74919
YLPM1 39 417 2 454 1.82152537003e-10 3.64305074007e-10 21.2302158273 9.73956
UBR5 39 417 2 454 1.82152537003e-10 3.64305074007e-10 21.2302158273 9.73956
DNAH6 52 404 7 449 2.11424147124e-10 4.22848294248e-10 8.25601131542 9.67485
ROCK1 31 425 0 456 2.74745025384e-10 5.49490050768e-10 inf 9.56107
BRINP3 31 425 0 456 2.74745025384e-10 5.49490050768e-10 inf 9.56107
ARHGAP35 31 425 0 456 2.74745025384e-10 5.49490050768e-10 inf 9.56107
DENND4B 35 421 1 455 2.83570200107e-10 5.67140400215e-10 37.8266033254 9.54734
CTTNBP2 35 421 1 455 2.83570200107e-10 5.67140400215e-10 37.8266033254 9.54734
BCORL1 35 421 1 455 2.83570200107e-10 5.67140400215e-10 37.8266033254 9.54734
CNOT1 44 412 4 452 3.05731893872e-10 6.11463787744e-10 12.067961165 9.51466
COL5A1 58 398 10 446 3.07185604678e-10 6.14371209355e-10 6.49949748744 9.5126
CEP290 58 398 10 446 3.07185604678e-10 6.14371209355e-10 6.49949748744 9.5126
ZFHX3 66 390 14 442 3.14085880328e-10 6.28171760657e-10 5.34285714286 9.50295
DYNC1H1 49 407 6 450 3.15926204136e-10 6.31852408273e-10 9.02948402948 9.50041
RALGAPB 41 415 3 453 3.59007734633e-10 7.18015469266e-10 14.9180722892 9.4449
PCDH11X 41 415 3 453 3.59007734633e-10 7.18015469266e-10 14.9180722892 9.4449
IGSF9B 41 415 3 453 3.59007734633e-10 7.18015469266e-10 14.9180722892 9.4449
LRRK2 55 401 9 447 5.17974327139e-10 1.03594865428e-09 6.81213632585 9.28569
SPTA1 76 380 20 436 5.42965032347e-10 1.08593006469e-09 4.36 9.26523
MED12 30 426 0 456 5.68838291992e-10 1.13767658398e-09 inf 9.24501
DROSHA 30 426 0 456 5.68838291992e-10 1.13767658398e-09 inf 9.24501
ZNF292 34 422 1 455 5.73389771923e-10 1.14677954385e-09 36.6587677725 9.24155
WHSC1L1 34 422 1 455 5.73389771923e-10 1.14677954385e-09 36.6587677725 9.24155
PCDH18 34 422 1 455 5.73389771923e-10 1.14677954385e-09 36.6587677725 9.24155
DOCK11 34 422 1 455 5.73389771923e-10 1.14677954385e-09 36.6587677725 9.24155
DLGAP2 34 422 1 455 5.73389771923e-10 1.14677954385e-09 36.6587677725 9.24155
EP400 59 397 11 445 5.78506367017e-10 1.15701273403e-09 6.01213647813 9.23769
CACNA1D 43 413 4 452 5.88213017905e-10 1.17642603581e-09 11.7651331719 9.23047
PXDN 48 408 6 450 5.9346773737e-10 1.18693547474e-09 8.82352941176 9.2266
MUC16 48 408 6 450 5.9346773737e-10 1.18693547474e-09 8.82352941176 9.2266
KANSL1 40 416 3 453 7.0006143483e-10 1.40012286966e-09 14.5192307692 9.15486
CTNNA2 40 416 3 453 7.0006143483e-10 1.40012286966e-09 14.5192307692 9.15486
UBR3 37 419 2 454 7.17339318269e-10 1.43467863654e-09 20.0453460621 9.14428
MYH9 37 419 2 454 7.17339318269e-10 1.43467863654e-09 20.0453460621 9.14428
EPHA5 37 419 2 454 7.17339318269e-10 1.43467863654e-09 20.0453460621 9.14428
FRYL 50 406 7 449 7.31751984118e-10 1.46350396824e-09 7.89936664321 9.13564
RIMS2 52 404 8 448 8.50810908655e-10 1.70162181731e-09 7.20792079208 9.07017
BIRC6 52 404 8 448 8.50810908655e-10 1.70162181731e-09 7.20792079208 9.07017
UBR4 64 392 14 442 9.73886222276e-10 1.94777244455e-09 5.15451895044 9.01149
CREBBP 56 400 10 446 1.00526826158e-09 2.01053652316e-09 6.244 8.99772
COL6A3 62 394 13 443 1.01662767447e-09 2.03325534895e-09 5.36235845373 8.99284
MEGF8 47 409 6 450 1.11100239755e-09 2.2220047951e-09 8.61858190709 8.95429
ZNF423 42 414 4 452 1.12819068305e-09 2.2563813661e-09 11.4637681159 8.94762
CKAP5 42 414 4 452 1.12819068305e-09 2.2563813661e-09 11.4637681159 8.94762
TLL1 33 423 1 455 1.15710067989e-09 2.31420135977e-09 35.4964539007 8.93663
MYH7 33 423 1 455 1.15710067989e-09 2.31420135977e-09 35.4964539007 8.93663
CCDC73 33 423 1 455 1.15710067989e-09 2.31420135977e-09 35.4964539007 8.93663
AFF2 33 423 1 455 1.15710067989e-09 2.31420135977e-09 35.4964539007 8.93663
ABCA2 33 423 1 455 1.15710067989e-09 2.31420135977e-09 35.4964539007 8.93663
ZBTB20 29 427 0 456 1.17630962958e-09 2.35261925915e-09 inf 8.92948
SF3B1 29 427 0 456 1.17630962958e-09 2.35261925915e-09 inf 8.92948
SALL4 29 427 0 456 1.17630962958e-09 2.35261925915e-09 inf 8.92948
ERC2 29 427 0 456 1.17630962958e-09 2.35261925915e-09 inf 8.92948
DCHS2 49 407 7 449 1.35410456816e-09 2.70820913631e-09 7.72235872236 8.86835
CSMD2 76 380 21 435 1.3601331644e-09 2.7202663288e-09 4.14285714286 8.86642
PTPRK 39 417 3 453 1.36120842155e-09 2.7224168431e-09 14.1223021583 8.86608
NF1 39 417 3 453 1.36120842155e-09 2.7224168431e-09 14.1223021583 8.86608
PPFIA2 36 420 2 454 1.41821630307e-09 2.83643260615e-09 19.4571428571 8.84826
MBD6 36 420 2 454 1.41821630307e-09 2.83643260615e-09 19.4571428571 8.84826
VPS13C 51 405 8 448 1.5580831782e-09 3.1161663564e-09 7.05185185185 8.80741
DNAH10 74 382 20 436 1.57224079731e-09 3.14448159461e-09 4.22303664921 8.80348
SCN9A 65 391 15 441 1.5944353445e-09 3.188870689e-09 4.88746803069 8.79739
RELN 65 391 15 441 1.5944353445e-09 3.188870689e-09 4.88746803069 8.79739
HERC2 77 379 22 434 1.9610728876e-09 3.92214577521e-09 4.00791556728 8.70751
ZNF536 46 410 6 450 2.07254988192e-09 4.14509976383e-09 8.41463414634 8.6835
SDK2 46 410 6 450 2.07254988192e-09 4.14509976383e-09 8.41463414634 8.6835
PRPF8 32 424 1 455 2.33027214544e-09 4.66054429087e-09 34.3396226415 8.63259
CTNNB1 32 424 1 455 2.33027214544e-09 4.66054429087e-09 34.3396226415 8.63259
CDK12 32 424 1 455 2.33027214544e-09 4.66054429087e-09 34.3396226415 8.63259
CDH18 32 424 1 455 2.33027214544e-09 4.66054429087e-09 34.3396226415 8.63259
ATXN2L 32 424 1 455 2.33027214544e-09 4.66054429087e-09 34.3396226415 8.63259
TLN1 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
SULF1 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
SLC12A5 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
SAMD9 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
NLGN4X 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
GRIA4 28 428 0 456 2.42957409473e-09 4.85914818946e-09 inf 8.61447
NRXN2 38 418 3 453 2.63898908111e-09 5.27797816223e-09 13.7272727273 8.57856
TRPC4 35 421 2 454 2.79666319955e-09 5.59332639911e-09 18.8717339667 8.55336
SCAF4 35 421 2 454 2.79666319955e-09 5.59332639911e-09 18.8717339667 8.55336
MAP1B 35 421 2 454 2.79666319955e-09 5.59332639911e-09 18.8717339667 8.55336
PREX2 43 413 5 451 3.01755068458e-09 6.03510136916e-09 9.39128329298 8.52035
PLXNA1 43 413 5 451 3.01755068458e-09 6.03510136916e-09 9.39128329298 8.52035
LMO7 43 413 5 451 3.01755068458e-09 6.03510136916e-09 9.39128329298 8.52035
CHD7 54 402 10 446 3.23953257309e-09 6.47906514618e-09 5.99104477612 8.48952
TENM3 56 400 11 445 3.28863257766e-09 6.57726515531e-09 5.66363636364 8.48298
NCOR1 45 411 6 450 3.85239353163e-09 7.70478706326e-09 8.21167883212 8.41427
CNTN6 40 416 4 452 4.1105984368e-09 8.2211968736e-09 10.8653846154 8.38609
GLI3 47 409 7 449 4.58587797302e-09 9.17175594605e-09 7.37093957387 8.33858
GRM7 31 425 1 455 4.68313966651e-09 9.36627933301e-09 33.1882352941 8.32946
ACVR1B 31 425 1 455 4.68313966651e-09 9.36627933301e-09 33.1882352941 8.32946
THOC2 27 429 0 456 5.01205844717e-09 1.00241168943e-08 inf 8.29998
SMARCA4 27 429 0 456 5.01205844717e-09 1.00241168943e-08 inf 8.29998
KDM3B 27 429 0 456 5.01205844717e-09 1.00241168943e-08 inf 8.29998
HCFC1 27 429 0 456 5.01205844717e-09 1.00241168943e-08 inf 8.29998
COL5A2 27 429 0 456 5.01205844717e-09 1.00241168943e-08 inf 8.29998
SETD1B 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
MAP2 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
CNTNAP5 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
CELSR1 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
CACNA1B 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
BCOR 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
BCL9L 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
ACACA 37 419 3 453 5.10083111326e-09 1.02016622265e-08 13.3341288783 8.29236
FN1 61 395 14 442 5.16009971871e-09 1.03201994374e-08 4.87558770344 8.28734
KIAA0430 34 422 2 454 5.5003224928e-09 1.10006449856e-08 18.2890995261 8.25961
GRM1 34 422 2 454 5.5003224928e-09 1.10006449856e-08 18.2890995261 8.25961
CUX2 34 422 2 454 5.5003224928e-09 1.10006449856e-08 18.2890995261 8.25961
CAMTA1 34 422 2 454 5.5003224928e-09 1.10006449856e-08 18.2890995261 8.25961
TECTA 42 414 5 451 5.66400307026e-09 1.13280061405e-08 9.15072463768 8.24688
NUP205 42 414 5 451 5.66400307026e-09 1.13280061405e-08 9.15072463768 8.24688
FLNA 42 414 5 451 5.66400307026e-09 1.13280061405e-08 9.15072463768 8.24688
DLG2 42 414 5 451 5.66400307026e-09 1.13280061405e-08 9.15072463768 8.24688
ATP10A 44 412 6 450 7.13432967326e-09 1.42686593465e-08 8.00970873786 8.14665
ABCA12 44 412 6 450 7.13432967326e-09 1.42686593465e-08 8.00970873786 8.14665
ARID2 39 417 4 452 7.80739154205e-09 1.56147830841e-08 10.5683453237 8.10749
HYDIN 84 372 28 428 7.86849762226e-09 1.57369952445e-08 3.45161290323 8.10411
SETBP1 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
PRDM10 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
MDGA2 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
DCLK1 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
CSGALNACT2 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
CNTN1 30 426 1 455 9.39163629024e-09 1.87832725805e-08 32.0422535211 8.02726
WDFY4 36 420 3 453 9.82874012072e-09 1.96574802415e-08 12.9428571429 8.0075
SPAG17 36 420 3 453 9.82874012072e-09 1.96574802415e-08 12.9428571429 8.0075
SCAF11 36 420 3 453 9.82874012072e-09 1.96574802415e-08 12.9428571429 8.0075
CDH8 36 420 3 453 9.82874012072e-09 1.96574802415e-08 12.9428571429 8.0075
CUBN 56 400 12 444 1.0002489292e-08 2.00049785841e-08 5.18 7.99989
ADGRL3 52 404 10 446 1.02737234675e-08 2.05474469351e-08 5.74059405941 7.98827
SMC1A 26 430 0 456 1.03271715912e-08 2.06543431823e-08 inf 7.98602
KCNA4 26 430 0 456 1.03271715912e-08 2.06543431823e-08 inf 7.98602
CTNND1 26 430 0 456 1.03271715912e-08 2.06543431823e-08 inf 7.98602
ATP2B2 26 430 0 456 1.03271715912e-08 2.06543431823e-08 inf 7.98602
SLIT1 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
SETX 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
PKD1L1 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
PCDH7 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
PCDH19 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
EML5 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
CPAMD8 33 423 2 454 1.07883306613e-08 2.15766613226e-08 17.7092198582 7.96705
SYNE2 63 393 16 440 1.2687157697e-08 2.5374315394e-08 4.40839694656 7.89664
DAPK1 43 413 6 450 1.31622848297e-08 2.63245696594e-08 7.80871670702 7.88067
DYNC2H1 68 388 19 437 1.45646498303e-08 2.91292996606e-08 4.03092783505 7.8367
USP24 38 418 4 452 1.4777905347e-08 2.9555810694e-08 10.2727272727 7.83039
MAP3K4 38 418 4 452 1.4777905347e-08 2.9555810694e-08 10.2727272727 7.83039
DIDO1 38 418 4 452 1.4777905347e-08 2.9555810694e-08 10.2727272727 7.83039
CDC27 38 418 4 452 1.4777905347e-08 2.9555810694e-08 10.2727272727 7.83039
CACNA2D1 38 418 4 452 1.4777905347e-08 2.9555810694e-08 10.2727272727 7.83039
NOS1 45 411 7 449 1.52942455655e-08 3.0588491131e-08 7.02294056309 7.81547
FRG1 205 251 124 332 1.54190784214e-08 3.08381568428e-08 2.18673692327 7.81194
DNAH7 76 380 24 432 1.72498418997e-08 3.44996837994e-08 3.6 7.76321
LRP1 51 405 10 446 1.81823020396e-08 3.63646040792e-08 5.6162962963 7.74035
KALRN 51 405 10 446 1.81823020396e-08 3.63646040792e-08 5.6162962963 7.74035
ABCA13 51 405 10 446 1.81823020396e-08 3.63646040792e-08 5.6162962963 7.74035
STAG1 29 427 1 455 1.87929784195e-08 3.7585956839e-08 30.9016393443 7.726
SLC26A7 29 427 1 455 1.87929784195e-08 3.7585956839e-08 30.9016393443 7.726
CHRM2 29 427 1 455 1.87929784195e-08 3.7585956839e-08 30.9016393443 7.726
BTBD11 29 427 1 455 1.87929784195e-08 3.7585956839e-08 30.9016393443 7.726
ATP2B3 29 427 1 455 1.87929784195e-08 3.7585956839e-08 30.9016393443 7.726
LRRC7 35 421 3 453 1.88785436585e-08 3.7757087317e-08 12.5534441805 7.72403
BTBD7 35 421 3 453 1.88785436585e-08 3.7757087317e-08 12.5534441805 7.72403
MAGI2 40 416 5 451 1.97393449564e-08 3.94786899129e-08 8.67307692308 7.70467
PHF20L1 32 424 2 454 2.11010155942e-08 4.22020311884e-08 17.1320754717 7.6757
F5 32 424 2 454 2.11010155942e-08 4.22020311884e-08 17.1320754717 7.6757
EPHA3 32 424 2 454 2.11010155942e-08 4.22020311884e-08 17.1320754717 7.6757
CLIP1 32 424 2 454 2.11010155942e-08 4.22020311884e-08 17.1320754717 7.6757
ZC3H6 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
WWP1 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
TRPC3 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
SETD5 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
MAP4K4 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
JAKMIP2 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
ADNP 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
ADGRG4 25 431 0 456 2.12533670565e-08 4.2506734113e-08 inf 7.67257
ZNF462 42 414 6 450 2.418916977e-08 4.837833954e-08 7.60869565217 7.61638
PRKCI 42 414 6 450 2.418916977e-08 4.837833954e-08 7.60869565217 7.61638
DNAH3 72 384 22 434 2.47244548785e-08 4.94489097571e-08 3.69886363636 7.60687
FBN1 44 412 7 449 2.77636425636e-08 5.55272851271e-08 6.85020804438 7.55652
DNAH14 44 412 7 449 2.77636425636e-08 5.55272851271e-08 6.85020804438 7.55652
COL11A1 56 400 13 443 2.84772215124e-08 5.69544430247e-08 4.77076923077 7.5455
AKAP9 56 400 13 443 2.84772215124e-08 5.69544430247e-08 4.77076923077 7.5455
RANBP2 52 404 11 445 3.15126975793e-08 6.30253951586e-08 5.20702070207 7.50151
USP34 50 406 10 446 3.20416341323e-08 6.40832682645e-08 5.49261083744 7.49429
DNAH9 63 393 17 439 3.21101510559e-08 6.42203021117e-08 4.13964975303 7.49336
DNAH2 68 388 20 436 3.45335039154e-08 6.90670078308e-08 3.8206185567 7.46176
MDN1 87 369 32 424 3.48957950063e-08 6.97915900126e-08 3.12398373984 7.45723
TMEM132B 34 422 3 453 3.61417944829e-08 7.22835889658e-08 12.1658767773 7.44199
