#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
ANKRD34C 7 213 1 219 0.0339148559273 0.0678297118546 7.19718309859 1.46961
ADCY2 7 213 1 219 0.0339148559273 0.0678297118546 7.19718309859 1.46961
FAT4 31 189 18 202 0.034058426517 0.068116853034 1.84068195179 1.46778
LOXHD1 22 198 11 209 0.0344536612306 0.0689073224613 2.11111111111 1.46276
SHROOM4 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
SEMA6A 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
RIMS2 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
RET 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
MYH13 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
GRM8 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
GLI2 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
ABCC1 12 208 4 216 0.0357593663775 0.071518732755 3.11538461538 1.44661
PHF2 61 159 44 176 0.0366178457347 0.0732356914694 1.53459119497 1.43631
CACNA1B 27 193 15 205 0.0366424300053 0.0732848600106 1.91191709845 1.43602
MEGF8 19 201 9 211 0.0385784683359 0.0771569366718 2.21614151465 1.41366
MACF1 19 201 9 211 0.0385784683359 0.0771569366718 2.21614151465 1.41366
ABCA13 28 192 16 204 0.0397515710597 0.0795031421193 1.859375 1.40065
RELN 16 204 7 213 0.0423116750679 0.0846233501359 2.38655462185 1.37354
DNAH17 48 172 33 187 0.042311457217 0.0846229144339 1.58139534884 1.37354
UBR4 29 191 17 203 0.0428270629201 0.0856541258401 1.81305820758 1.36828
KIF1A 20 200 10 210 0.0436243897636 0.0872487795272 2.1 1.36027
COL18A1 20 200 10 210 0.0436243897636 0.0872487795272 2.1 1.36027
ZZEF1 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
ZNF837 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
TNR 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
RASGRF1 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
POU4F3 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
PCDHB12 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
PAPPA2 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
HCK 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
FLRT2 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
FER1L5 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
EPHA5 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
DAAM2 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
CUX1 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
ARHGEF4 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
ABL1 10 210 3 217 0.0437598955994 0.0875197911987 3.44444444444 1.35892
TBP 49 171 34 186 0.0438006414162 0.0876012828325 1.56759545924 1.35852
UNC79 13 207 5 215 0.0447397619212 0.0894795238423 2.70048309179 1.34931
NLRP8 13 207 5 215 0.0447397619212 0.0894795238423 2.70048309179 1.34931
GRIA4 13 207 5 215 0.0447397619212 0.0894795238423 2.70048309179 1.34931
DSCAML1 13 207 5 215 0.0447397619212 0.0894795238423 2.70048309179 1.34931
ADCY9 13 207 5 215 0.0447397619212 0.0894795238423 2.70048309179 1.34931
USH2A 30 190 18 202 0.0458618691943 0.0917237383887 1.77192982456 1.33855
NOTCH1 43 177 29 191 0.0467012134753 0.0934024269506 1.60003896357 1.33067
MAML2 43 177 29 191 0.0467012134753 0.0934024269506 1.60003896357 1.33067
PKD1L1 21 199 11 209 0.0485945876439 0.0971891752877 2.00502512563 1.31341
C5orf42 21 199 11 209 0.0485945876439 0.0971891752877 2.00502512563 1.31341
HERC2 31 189 19 201 0.0488504646548 0.0977009293097 1.73517126149 1.31113
DNAH5 17 203 8 212 0.0488689507799 0.0977379015598 2.21921182266 1.31097
COL4A1 17 203 8 212 0.0488689507799 0.0977379015598 2.21921182266 1.31097
TRIB2 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
TDRD15 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
TBX5 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
TBC1D9 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
SLTM 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
SLC12A4 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
MYBPC1 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
MOV10L1 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
MAST3 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
KIF2B 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
GRM3 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
GIMAP8 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
GABRB3 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
FAM47A 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
ESR1 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
EGR2 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
ADAMTS20 8 212 2 218 0.0526855841154 0.105371168231 4.11320754717 1.27831
TENM1 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
SLIT2 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
KSR2 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
KNDC1 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
EGFLAM 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
COL27A1 14 206 6 214 0.0535204703664 0.107040940733 2.42394822006 1.27148
HMCN1 27 193 16 204 0.053759473129 0.107518946258 1.78367875648 1.26954
SH3TC1 18 202 9 211 0.0552758296526 0.110551659305 2.08910891089 1.25746
LAMA1 18 202 9 211 0.0552758296526 0.110551659305 2.08910891089 1.25746
CHD5 18 202 9 211 0.0552758296526 0.110551659305 2.08910891089 1.25746
WDR66 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
TRPC4 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
SCN10A 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
MYH11 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
GPR179 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
EPHB1 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
ARAP3 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
ADCY5 11 209 4 216 0.0560966335181 0.112193267036 2.84210526316 1.25106
CMYA5 28 192 17 203 0.0574216697485 0.114843339497 1.74142156863 1.24092
TNXB 23 197 13 207 0.0582282600438 0.116456520088 1.85903943772 1.23487
HYDIN 23 197 13 207 0.0582282600438 0.116456520088 1.85903943772 1.23487
ZFR 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ZFPM2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ZFP64 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TUSC3 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TRIM9 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TRHDE 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TP63 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TNFRSF21 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TDRD3 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TCEB3B 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
TARS2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
SLC34A2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
S1PR3 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
RBM33 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
RALGAPB 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PXN 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PTPRZ1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PRICKLE2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
POM121L2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PCDHB1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PCDHA5 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
PAM 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
OPRM1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
NOP56 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
MYCBPAP 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ME3 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
KCNC1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ITGA8 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
HOXD10 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
GRK7 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
GRIA2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
FAM175A 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ELAC2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
CRTAC1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
CHERP 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
CETP 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
CCKBR 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
CCER1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
BRINP2 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
BCO1 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ALS2CR11 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ADRA2B 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
ADAM15 6 214 1 219 0.0610051646039 0.122010329208 6.14018691589 1.21463
MYOM2 19 201 10 210 0.0615008653279 0.123001730656 1.98507462687 1.21112
ZNF853 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
ZNF772 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
ZNF74 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
ZNF440 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
ZCCHC12 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
XKR4 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
VTA1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
USP44 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
TLR5 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
TFAP2D 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
T 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
SMYD1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
SLITRK2 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
SLC36A3 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
SCRT1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
SAGE1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
REEP2 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
RBMXL2 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
RBM23 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PTPN4 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PRSS36 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PROKR1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PRKCG 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PRDM13 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PLAG1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
PLAA 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
P2RY13 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
OVCH2 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
NRBP1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
NKX2-6 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
MSGN1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
MIER1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
MAP3K11 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
LOR 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
LINGO2 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
LHFPL5 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
L3MBTL1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
KIAA1210 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
ISM1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
HTR5A 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
HTR1A 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
HSP90B1 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
HOXB5 4 216 0 220 0.0616467632387 0.123293526477 inf 1.21009
